,title,comb
2310,A Dangerous Method,David Cronenberg Michael Fassbender Viggo Mortensen Sarah Gadon Biography Drama Thriller
2311,A Scanner Darkly,Richard Linklater Robert Downey Jr. Keanu Reeves Rory Cochrane Animation Drama Mystery Sci-Fi Thriller
2312,Chasing Mavericks,Michael Apted Gerard Butler Abigail Spencer Leven Rambin Biography Drama Sport
2313,Alone in the Dark,Uwe Boll Catherine Lough Haggquist Darren Shahlavi Karin Konoval Horror Sci-Fi
2314,Bandslam,Todd Graff Scott Porter Charlie Saxton Ryan Donowho Comedy Drama Family Music Romance
2315,Birth,Jonathan Glazer Cameron Bright Anne Heche Danny Huston Drama Mystery Romance Thriller
2316,A Most Violent Year,J.C. Chandor David Oyelowo Ashley Williams Albert Brooks Action Crime Drama Thriller
2317,Passchendaele,Paul Gross Landon Liboiron Michael Greyeyes Caroline Dhavernas Drama History Romance War
2318,Flash of Genius,Marc Abraham Dylan Authors Bill Lake Victoria Learn Biography Drama
2319,I'm Not There.,Todd Haynes Christian Bale Heath Ledger Tyrone Benskin Biography Drama Music
2320,The Cold Light of Day,Mabrouk El Mechri Henry Cavill Bruce Willis Óscar Jaenada Action Thriller
2321,The Brothers Bloom,Rian Johnson Zachary Gordon Maximilian Schell Nora Zehetner Adventure Comedy Drama Romance
2322,"Synecdoche, New York",Charlie Kaufman Philip Seymour Hoffman Jennifer Jason Leigh Samantha Morton Comedy Drama Romance
2323,Princess Mononoke,Hayao Miyazaki Minnie Driver Jada Pinkett Smith Billy Crudup Adventure Animation Fantasy
2324,Bon voyage,Jean-Paul Rappeneau Isabelle Adjani Peter Coyote Virginie Ledoyen Comedy Drama Mystery Romance Thriller War
2325,Can't Stop the Music,Nancy Walker Steve Guttenberg Randy Jones Caitlyn Jenner Biography Comedy Musical
2326,The Proposition,John Hillcoat Ray Winstone Noah Taylor Danny Huston Crime Drama Western
2327,Courage,Angelo Pizzo Donny Boaz Finn Wittrock Brent Anderson Biography Drama Sport
2328,Marci X,Richard Benjamin Damon Wayans Jane Krakowski Paula Garcés Comedy Music
2329,Equilibrium,Kurt Wimmer Christian Bale Emily Watson Sean Pertwee Action Drama Sci-Fi Thriller
2330,The Children of Huang Shi,Roger Spottiswoode Radha Mitchell Guang Li Matthew Walker Drama War
2331,The Yards,James Gray Charlize Theron Ellen Burstyn Faye Dunaway Crime Drama Romance Thriller
2332,The Oogieloves in the Big Balloon Adventure,Matthew Diamond Chazz Palminteri Garrett Clayton Toni Braxton Adventure Family Fantasy Musical
2333,By the Sea,Angelina Jolie Pitt Brad Pitt Angelina Jolie Pitt Melvil Poupaud Drama Romance
2334,Steamboy,Katsuhiro Ôtomo William Hootkins Robin Atkin Downes Rosalind Ayres Action Adventure Animation Family Sci-Fi Thriller
2335,The Game of Their Lives,David Anspaugh Gerard Butler Costas Mandylor Jimmy Jean-Louis Drama History Sport
2336,All Good Things,Andrew Jarecki Ryan Gosling Kirsten Dunst Frank Langella Crime Drama Mystery Romance Thriller
2337,Rapa Nui,Kevin Reynolds Esai Morales Jason Scott Lee Sandrine Holt Action Adventure Drama History Romance
2338,CJ7,Stephen Chow Jiao Xu Yuqi Zhang Chi Chung Lam Comedy Family Sci-Fi
2339,Les couloirs du temps: Les visiteurs II,Jean-Marie Poiré Christian Clavier Philippe Nahon Marie-Anne Chazel Comedy Family Fantasy Sci-Fi
2340,Dylan Dog: Dead of Night,Kevin Munroe Marco St. John Laura Spencer Anita Briem Action Comedy Crime Fantasy Horror Mystery Sci-Fi Thriller
2341,People I Know,Daniel Algrant Al Pacino Richard Schiff Mark Webber Crime Drama Mystery
2342,The Doombolt Chase            , Peter Vaughan George Coulouris Ewen Solon Drama Family
2343,The Tempest,Julie Taymor Djimon Hounsou Reeve Carney Tom Conti Comedy Drama Fantasy Romance
2344,Regression,Alejandro Amenábar Emma Watson Aaron Ashmore Julian Richings Crime Drama Mystery Thriller
2345,The Touch,Jane Clark Necar Zadegan Traci Dinwiddie Elea Oberon Romance Short
2346,Three Kingdoms: Resurrection of the Dragon,Daniel Lee Andy Lau Sammo Kam-Bo Hung Andy On Action Drama History War
2347,Shattered,Mike Barker Gerard Butler Nicholas Lea Callum Rennie Crime Drama Thriller
2348,Zambezia,Wayne Thornley Leonard Nimoy Phil LaMarr Noureen DeWulf Adventure Animation Comedy Family
2349,Ramanujan,Gnana Rajasekaran Mani Bharathi Michael Lieber Kevin McGowan Biography Drama History
2350,Dwegons and Leprechauns,Tom Walsh Joey D. Vieira Maggie Wheeler Jacqueline Lovell Animation
2351,Hands of Stone,Jonathan Jakubowicz Robert De Niro Jurnee Smollett-Bell Edgar Ramírez Action Biography Drama Sport
2352,Survivor,James McTeigue Milla Jovovich Roger Rees Robert Forster Action Crime Thriller
2353,The Frozen Ground,Scott Walker Nicolas Cage Radha Mitchell Jodi Lyn O'Keefe Crime Drama Mystery Thriller
2354,The Painted Veil,John Curran Toby Jones Sally Hawkins Alan David Drama Romance
2355,The Baader Meinhof Complex,Uli Edel Moritz Bleibtreu Alexandra Maria Lara Martina Gedeck Action Biography Crime Drama
2356,Dances with Wolves,Kevin Costner Mary McDonnell Michael Spears Maury Chaykin Adventure Drama Western
2357,Bad Teacher,Jake Kasdan Justin Timberlake John Michael Higgins Phyllis Smith Comedy
2358,Sea of Love,Harold Becker Al Pacino Michael O'Neill Ellen Barkin Crime Drama Mystery Thriller
2359,A Cinderella Story,Mark Rosman Dan Byrd Lin Shaye Julie Gonzalo Comedy Family Romance
2360,Scream,Wes Craven David Arquette W. Earl Brown Roger Jackson Horror Mystery
2361,Thir13en Ghosts,Steve Beck Shannon Elizabeth Embeth Davidtz F. Murray Abraham Horror
2362,The Shining,Stanley Kubrick Scatman Crothers Shelley Duvall Joe Turkel Drama Horror
2363,Back to the Future,Robert Zemeckis Lea Thompson Thomas F. Wilson J.J. Cohen Adventure Comedy Sci-Fi
2364,House on Haunted Hill,William Malone Jeffrey Combs Peter Gallagher Bridgette Wilson-Sampras Horror Mystery Thriller
2365,I Can Do Bad All by Myself,Tyler Perry Eric Mendenhall Mary J. Blige Hope Olaide Wilson Comedy Drama
2366,Fight Valley,Rob Hawk Kari J. Kramer Erin O'Brien Cabrina Collesides Action Drama
2367,The Switch,Josh Gordon Caroline Dhavernas Scott Elrod Kelli Barrett Comedy Drama Romance
2368,Just Married,Shawn Levy Taran Killam David Agranov David Moscow Comedy Romance
2369,The Devil's Double,Lee Tamahori Mem Ferda Dominic Cooper Ludivine Sagnier Biography Drama Thriller
2370,"Gone, Baby, Gone            ", Nicole 'Snooki' Polizzi Jenni 'Jwoww' Farley Paul 'Pauly D' DelVecchio Comedy Drama Reality-TV Romance
2371,Thomas and the Magic Railroad,Britt Allcroft Mara Wilson Colm Feore Peter Fonda Adventure Comedy Drama Family Fantasy
2372,The Crazies,Breck Eisner Radha Mitchell Glenn Morshower John Aylward Horror Thriller
2373,Spirited Away,Hayao Miyazaki Bunta Sugawara Ryûnosuke Kamiki Miyu Irino Adventure Animation Family Fantasy
2374,Firestorm,Alan Yuen Andy Lau Michael Wong Terence Yin Action Crime Thriller
2375,The Bounty,Roger Donaldson Liam Neeson Anthony Hopkins Laurence Olivier Action Adventure Drama History Romance
2376,The Book Thief,Brian Percival Emily Watson Sophie Nélisse Roger Allam Drama War
2377,Sex Drive,Sean Anders Katrina Bowden Michael Cudlitz Alice Greczyn Adventure Comedy Romance
2378,Leap Year,Anand Tucker Adam Scott Kaitlin Olson Dominique McElligott Comedy Romance
2379,The Fall of the Roman Empire,Anthony Mann James Mason Mel Ferrer Stephen Boyd Drama History War
2380,Take Me Home Tonight,Michael Dowse Topher Grace Michael Biehn Dan Fogler Comedy Drama Romance
2381,Won't Back Down,Daniel Barnz Holly Hunter Rosie Perez Dante Brown Drama
2382,The Nutcracker,Emile Ardolino Darci Kistler Kyra Nichols Margaret Tracey Family Fantasy Music
2383,Kansas City,Robert Altman Steve Buscemi Jennifer Jason Leigh Miranda Richardson Crime Drama Music Thriller
2384,Indignation,James Schamus Logan Lerman Sarah Gadon Tracy Letts Drama
2385,The Amityville Horror,Andrew Douglas Jimmy Bennett Chloë Grace Moretz Ryan Reynolds Drama Horror Mystery Thriller
2386,Adaptation.,Spike Jonze Nicolas Cage Meryl Streep Roger Willie Comedy Drama
2387,Land of the Dead,George A. Romero Tony Nappo Shawn Roberts Pedro Miguel Arce Horror
2388,Out of Inferno,Danny Pang Louis Koo Angelica Lee Ching Wan Lau Action
2389,Fear and Loathing in Las Vegas,Terry Gilliam Johnny Depp Michael Jeter Ellen Barkin Adventure Comedy Drama
2390,The Invention of Lying,Ricky Gervais Jennifer Garner Tina Fey Martin Starr Comedy Fantasy Romance
2391,Neighbors,Nicholas Stoller Craig Roberts Carla Gallo Ike Barinholtz Comedy
2392,The Mask,Chuck Russell Peter Greene Amy Yasbeck Reg E. Cathey Action Comedy Crime Fantasy
2393,Big,Penny Marshall Tom Hanks Jon Lovitz John Heard Comedy Drama Family Fantasy Romance
2394,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles Luenell Ken Davitian Chester Comedy
2395,Legally Blonde,Robert Luketic Linda Cardellini Raquel Welch Alanna Ubach Comedy Romance
2396,Star Trek III: The Search for Spock,Leonard Nimoy Leonard Nimoy Nichelle Nichols Walter Koenig Action Adventure Sci-Fi
2397,The Exorcism of Emily Rose,Scott Derrickson Tom Wilkinson Colm Feore JR Bourne Drama Horror Thriller
2398,Deuce Bigalow: Male Gigolo,Mike Mitchell Amy Poehler Eddie Griffin Bree Turner Comedy Romance
2399,Left Behind,Vic Armstrong Nicolas Cage Lea Thompson Quinton Aaron Action Drama Fantasy Mystery Thriller
2400,The Family Stone,Thomas Bezucha Craig T. Nelson Paul Schneider Tyrone Giordano Comedy Drama Romance
2401,Barbershop 2: Back in Business,Kevin Rodney Sullivan Harry Lennix Sean Patrick Thomas Kenan Thompson Comedy Drama
2402,Bad Santa,Terry Zwigoff Bernie Mac Tony Cox Alex Borstein Comedy Crime Drama
2403,Austin Powers: International Man of Mystery,Jay Roach Will Ferrell Charles Napier Robert Wagner Comedy Crime
2404,My Big Fat Greek Wedding 2,Kirk Jones Nia Vardalos Louis Mandylor Joey Fatone Comedy Family Romance
2405,Diary of a Wimpy Kid: Rodrick Rules,David Bowers Zachary Gordon Rachael Harris Fran Kranz Comedy Family
2406,Predator,John McTiernan Shane Black Bill Duke Carl Weathers Action Horror Sci-Fi
2407,Amadeus,Milos Forman Jeffrey Jones F. Murray Abraham Tom Hulce Biography Drama History Music
2408,Prom Night,Nelson McCormick Ming-Na Wen Scott Porter Collins Pennie Horror Mystery
2409,Mean Girls,Mark Waters Tina Fey Amy Poehler Neil Flynn Comedy
2410,Under the Tuscan Sun,Audrey Wells Raoul Bova Lindsay Duncan Mario Monicelli Comedy Drama Romance
2411,Gosford Park,Robert Altman Kristin Scott Thomas Bob Balaban Tom Hollander Drama Mystery
2412,The O.C.            , Peter Gallagher Melinda Clarke Tate Donovan Comedy Drama Romance
2413,Peggy Sue Got Married,Francis Ford Coppola Nicolas Cage Kathleen Turner Joan Allen Comedy Drama Fantasy Romance
2414,Birdman or (The Unexpected Virtue of Ignorance),Alejandro G. Iñárritu Emma Stone Naomi Watts Merritt Wever Comedy Drama Romance
2415,Blue Jasmine,Woody Allen Sally Hawkins Charlie Tahan Andrew Dice Clay Drama
2416,United 93,Paul Greengrass Christian Clemenson David Alan Basche Susan Blommaert Drama History Thriller
2417,Honey,Bille Woodruff Christian Monzon Mekhi Phifer Romeo Miller Drama Music Romance
2418,Glory,Edward Zwick Denzel Washington Morgan Freeman Matthew Broderick Drama History War
2419,Spy Hard,Rick Friedberg Hulk Hogan Barry Bostwick Nicollette Sheridan Action Comedy
2420,The Fog,John Carpenter Jamie Lee Curtis Hal Holbrook Janet Leigh Fantasy Horror
2421,Soul Surfer,Sean McNamara Dennis Quaid Chris Brochu Craig T. Nelson Biography Drama Family Sport
2422,Catch-22,Mike Nichols Bob Newhart Bob Balaban Martin Balsam Comedy Drama War
2423,Observe and Report,Jody Hill Collette Wolfe Celia Weston Dan Bakkedahl Comedy Crime Drama
2424,Conan the Destroyer,Richard Fleischer Mako Olivia d'Abo Grace Jones Action Adventure Fantasy
2425,Raging Bull,Martin Scorsese Robert De Niro Cathy Moriarty Frank Vincent Biography Drama Sport
2426,Love Happens,Brandon Camp Judy Greer Sasha Alexander Frances Conroy Drama Romance
2427,Young Sherlock Holmes,Barry Levinson Nicholas Rowe Roger Ashton-Griffiths Freddie Jones Adventure Fantasy Mystery Thriller
2428,Fame,Kevin Tancharoen Kelsey Grammer Kay Panabaker Megan Mullally Comedy Drama Musical Romance
2429,127 Hours,Danny Boyle James Franco Treat Williams Kate Burton Adventure Biography Drama Thriller
2430,Small Time Crooks,Woody Allen Woody Allen Jon Lovitz Michael Rapaport Comedy Crime
2431,Center Stage,Nicholas Hytner Amanda Schull Susan May Pratt Ethan Stiefel Drama Music Romance
2432,Love the Coopers,Jessie Nelson Olivia Wilde Alex Borstein Timothée Chalamet Comedy
2433,Catch That Kid,Bart Freundlich Kristen Stewart Corbin Bleu Kevin G. Schmidt Comedy Crime
2434,Life as a House,Irwin Winkler Ian Somerhalder Hayden Christensen Kristin Scott Thomas Drama
2435,Steve Jobs,Danny Boyle Kate Winslet Michael Fassbender Michael Stuhlbarg Biography Drama
2436,"I Love You, Beth Cooper",Chris Columbus Alan Ruck Marie Avgeropoulos Shawn Roberts Comedy Romance
2437,Youth in Revolt,Miguel Arteta Steve Buscemi Ari Graynor Fred Willard Comedy Drama Romance
2438,The Legend of the Lone Ranger,William A. Fraker Jason Robards Richard Farnsworth Michael Horse Action Adventure Western
2439,The Tailor of Panama,John Boorman Daniel Radcliffe Jamie Lee Curtis Mark Margolis Drama Thriller
2440,Blow Out,Brian De Palma Nancy Allen Dennis Franz John McMartin Mystery Thriller
2441,Getaway,Courtney Solomon Rebecca Budig Paul Freeman Bruce Payne Action Crime Thriller
2442,The Ice Storm,Ang Lee Joan Allen Kate Burton Henry Czerny Drama
2443,And So It Goes,Rob Reiner Yaya DaCosta Annie Parisse Frankie Valli Comedy Drama Romance
2444,Troop Beverly Hills,Jeff Kanew Craig T. Nelson Shelley Long Kellie Martin Adventure Comedy
2445,Being Julia,István Szabó Miriam Margolyes Shaun Evans Juliet Stevenson Comedy Drama Romance
2446,9½ Weeks,Adrian Lyne David Margulies Karen Young Kim Chan Drama Romance
2447,Dragonslayer,Matthew Robbins Ian McDiarmid Ralph Richardson Albert Salmi Action Adventure Fantasy
2448,The Last Station,Michael Hoffman David Masterson Kerry Condon Anne-Marie Duff Biography Drama Romance
2449,Ed Wood,Tim Burton Johnny Depp Bill Murray Martin Landau Biography Comedy Drama
2450,Labor Day,Jason Reitman J.K. Simmons Kate Winslet Brooke Smith Drama
2451,Mongol: The Rise of Genghis Khan,Sergey Bodrov Tadanobu Asano Khulan Chuluun Honglei Sun Adventure Biography Drama History War
2452,RocknRolla,Guy Ritchie Tom Hardy Gerard Butler Tom Wilkinson Action Crime Thriller
2453,Megaforce,Hal Needham Barry Bostwick Michael Beck Henry Silva Action Sci-Fi
2454,Hamlet,Kenneth Branagh Julie Christie Brian Blessed Richard Briers Drama
2455,Mao's Last Dancer,Bruce Beresford Bruce Greenwood Suzie Steen Aden Young Biography Drama Music Romance
2456,Midnight Special,Jeff Nichols Kirsten Dunst Sam Shepard Paul Sparks Adventure Drama Sci-Fi Thriller
2457,Anything Else,Woody Allen Woody Allen Stockard Channing Fisher Stevens Comedy Romance
2458,The Railway Man,Jonathan Teplitzky Jeremy Irvine Colin Firth Sam Reid Biography Drama Romance War
2459,Unforgettable            , Poppy Montgomery Dylan Walsh Dallas Roberts Drama Mystery
2460,The White Ribbon,Michael Haneke Ulrich Tukur Burghart Klaußner Leonie Benesch Drama Mystery
2461,Restoration,Zack Ward Zack Ward Anna Harr James Cullen Bressack Horror
2462,The Wraith,Mike Marvin Clint Howard Randy Quaid Nick Cassavetes Action Horror Romance Sci-Fi Thriller
2463,The Salton Sea,D.J. Caruso Adam Goldberg Meat Loaf Anthony LaPaglia Crime Drama Mystery Thriller
2464,Metallica Through the Never,Nimród Antal James Hetfield Mackenzie Gray Lars Ulrich Music
2465,The Informers,Gregor Jordan Austin Nichols Brad Renfro Lou Taylor Pucci Crime Drama Thriller
2466,Carlos            , Edgar Ramírez Nora von Waldstätten Katharina Schüttler Biography Crime Drama Thriller
2467,I Come with the Rain,Tran Anh Hung Takuya Kimura Simón Andreu Shawn Yue Thriller
2468,One Man's Hero,Lance Hool Tom Berenger Joaquim de Almeida Mark Moses Action Drama History Romance War Western
2469,Day of the Dead,George A. Romero Greg Nicotero John Amplas Joseph Pilato Horror
2470,I Am Wrath,Chuck Russell Sam Trammell Rebecca De Mornay Amanda Schull Action Crime Drama Thriller
2471,Renaissance,Christian Volckman Romola Garai Catherine McCormack Kevork Malikyan Action Animation Sci-Fi Thriller
2472,Forsaken,Jon Cassar Demi Moore Landon Liboiron Michael Wincott Drama Western
2473,Red Sonja,Richard Fleischer Ernie Reyes Jr. Brigitte Nielsen Sandahl Bergman Action Adventure Fantasy
2474,Red Lights,Rodrigo Cortés Robert De Niro Toby Jones Craig Roberts Drama Horror Mystery Thriller
2475,Superbad,Greg Mottola Emma Stone Joe Lo Truglio Kevin Corrigan Comedy
2476,Madea Goes to Jail,Tyler Perry Vanessa Ferlito Keshia Knight Pulliam Derek Luke Comedy Crime Drama
2477,Wolves,David Hayter Jason Momoa Jennifer Hale Stephen McHattie Action Horror
2478,Step Up 2: The Streets,Jon M. Chu Cassie Ventura Mari Koda Luis Rosado Drama Music Musical Romance
2479,Hoodwinked!,Cory Edwards Anne Hathaway Chazz Palminteri Jim Belushi Action Animation Comedy Crime Family
2480,Hotel Rwanda,Terry George Don Cheadle Sophie Okonedo Hakeem Kae-Kazim Drama History War
2481,Hitman,Xavier Gens Henry Ian Cusick Dougray Scott Ulrich Thomsen Action Crime Drama Thriller
2482,Black Nativity,Kasi Lemmons Jennifer Hudson Mary J. Blige Vondie Curtis-Hall Drama Family Music Musical
2483,The Prince,Brian A Miller Bruce Willis 50 Cent Jessica Lowndes Action Thriller
2484,City of Ghosts,Matt Dillon Kirk Fox Shawn Andrews Rob Campbell Crime Drama Thriller
2485,The Others,Alejandro Amenábar Fionnula Flanagan Elaine Cassidy Eric Sykes Fantasy Horror Thriller
2486,Aliens,James Cameron Michael Biehn Carrie Henn Jenette Goldstein Action Adventure Sci-Fi
2487,My Fair Lady,George Cukor Jeremy Brett Rex Harrison Theodore Bikel Drama Family Musical Romance
2488,I Know What You Did Last Summer,Jim Gillespie Muse Watson Sarah Michelle Gellar Anne Heche Horror Mystery Thriller
2489,Let's Be Cops,Luke Greenfield Rob Riggle Damon Wayans Jr. James D'Arcy Comedy
2490,Sideways,Alexander Payne Virginia Madsen Patrick Gallagher M.C. Gainey Adventure Comedy Drama Romance
2491,Beerfest,Jay Chandrasekhar Chris Moss Owain Yeoman Jay Chandrasekhar Comedy
2492,Halloween,John Carpenter Jamie Lee Curtis Donald Pleasence P.J. Soles Horror Thriller
